	CRISPR-SMPL-1	CRISPR-CNTRL-1	CRISPR-SMPL-2	CRISPR-CNTRL-2	CRISPR-SMPL-3	CRISPR-CNTRL-3
gRNA-No-07622	0	0	0	0	0	0
gRNA-No-07623	66	131	19	153	140	104
gRNA-No-41782	156	186	89	511	160	179
gRNA-No-07625	63	77	77	294	125	106
gRNA-No-07626	1	2	0	8	0	2
gRNA-No-07628	0	0	0	0	0	0
gRNA-No-07629	131	135	48	243	118	58
gRNA-No-07630	252	354	101	501	171	184
gRNA-No-07631	293	474	130	766	218	228
gRNA-No-26478	0	0	6	27	0	0
gRNA-No-26982	43	27	49	247	16	8
gRNA-No-09957	114	153	56	277	128	106
gRNA-No-28681	412	567	213	1172	467	408
gRNA-No-07638	150	113	41	259	51	41
gRNA-No-07639	0	0	0	0	0	1
gRNA-No-30653	71	101	30	217	73	118
gRNA-No-26531	73	141	7	19	161	108
gRNA-No-07642	0	0	0	0	0	0
gRNA-No-07643	0	0	0	0	9	18
gRNA-No-07644	1	0	0	0	0	0
gRNA-No-07645	37	22	0	0	0	0
gRNA-No-07646	0	0	0	0	0	0
gRNA-No-07647	57	99	52	180	105	131
gRNA-No-07648	63	153	41	351	63	195
gRNA-No-07649	0	0	0	0	0	0
gRNA-No-07650	0	5	0	0	5	3
gRNA-No-07651	11	37	9	27	20	31
gRNA-No-01349	0	0	0	0	0	0
gRNA-No-07653	242	308	79	366	121	82
gRNA-No-07654	25	36	4	32	2	0
gRNA-No-07656	191	197	77	280	119	90
gRNA-No-07657	0	2	2	5	0	0
gRNA-No-07659	1	23	11	87	7	13
gRNA-No-07660	21	39	2	33	5	6
gRNA-No-30652	0	0	0	0	0	0
gRNA-No-07662	40	77	63	244	87	47
gRNA-No-07663	17	11	0	1	0	0
gRNA-No-07664	32	53	33	111	17	24
gRNA-No-07669	21	22	2	13	13	22
gRNA-No-07670	196	189	80	377	195	132
gRNA-No-07671	17	10	0	12	0	5
gRNA-No-07672	101	194	95	281	285	245
gRNA-No-07673	42	20	22	113	0	5
gRNA-No-49469	106	121	31	112	82	66
gRNA-No-07676	63	52	47	163	82	62
gRNA-No-07678	3	4	0	13	1	4
gRNA-No-07679	41	69	57	340	112	123
gRNA-No-45101	76	119	67	212	102	85
gRNA-No-45102	27	21	12	46	8	6
gRNA-No-07682	0	0	0	0	0	0
gRNA-No-07683	27	31	15	61	43	26
gRNA-No-45109	52	87	15	177	31	14
gRNA-No-07685	43	65	13	152	13	35
gRNA-No-07687	0	2	0	0	34	21
gRNA-No-07688	0	0	0	0	0	0
gRNA-No-07689	0	0	0	0	0	0
gRNA-No-07692	0	0	0	0	0	0
gRNA-No-07693	7	25	4	34	3	2
gRNA-No-07694	0	0	1	0	3	1
gRNA-No-07695	170	202	58	280	92	85
gRNA-No-07696	0	0	0	0	0	0
gRNA-No-07697	95	204	38	476	101	176
gRNA-No-07698	109	227	71	321	42	62
gRNA-No-07703	0	0	0	0	0	0
gRNA-No-07704	49	59	58	355	80	62
gRNA-No-07705	80	57	68	237	55	46
gRNA-No-07707	5	12	16	69	5	26
gRNA-No-07708	0	0	0	0	0	0
gRNA-No-07709	68	325	37	655	118	206
gRNA-No-07710	22	35	16	122	99	90
gRNA-No-07711	0	0	0	0	0	0
gRNA-No-07713	0	0	0	0	0	0
gRNA-No-09984	31	39	2	6	2	6
gRNA-No-31833	7	5	6	19	3	3
gRNA-No-07718	1	0	0	0	0	0
gRNA-No-07719	0	1	0	0	0	0
gRNA-No-07720	8	7	17	120	48	32
gRNA-No-07721	21	30	4	27	0	4
gRNA-No-07722	9	4	2	18	33	10
gRNA-No-07723	56	72	90	443	92	63
gRNA-No-07724	135	119	36	236	61	67
gRNA-No-07725	10	28	0	33	1	5
gRNA-No-07726	18	30	6	2	9	18
gRNA-No-07727	29	17	7	64	28	4
gRNA-No-07728	253	386	122	487	216	176
gRNA-No-07729	11	23	4	28	53	42
gRNA-No-07730	46	92	23	89	63	72
gRNA-No-17156	0	0	0	0	0	0
gRNA-No-07731	59	40	11	83	74	77
gRNA-No-07732	44	54	0	0	67	48
gRNA-No-07733	80	183	120	450	204	130
gRNA-No-14644	119	109	32	142	121	148
gRNA-No-07736	57	65	22	121	40	42
gRNA-No-07737	18	19	5	16	53	35
gRNA-No-07738	0	4	2	4	1	4
gRNA-No-07739	8	6	7	21	6	0
gRNA-No-07741	0	0	0	0	0	0
gRNA-No-07742	86	109	62	154	69	39
gRNA-No-07743	130	146	64	270	75	75
gRNA-No-14841	0	0	0	7	0	0
gRNA-No-09995	112	152	57	299	84	126
gRNA-No-17138	24	9	3	8	17	13
gRNA-No-09999	1	9	0	0	0	0
gRNA-No-14843	1	0	0	0	1	1
gRNA-No-07747	19	206	3	234	13	61
gRNA-No-10001	0	2	0	0	5	0
gRNA-No-31330	108	125	51	288	89	63
gRNA-No-32745	29	102	16	147	22	34
gRNA-No-10008	8	11	8	37	15	19
gRNA-No-07754	18	42	0	0	0	4
gRNA-No-07755	81	154	48	171	135	128
gRNA-No-10009	0	0	0	0	1	5
gRNA-No-07757	35	26	6	66	69	86
gRNA-No-07758	0	1	0	0	20	28
gRNA-No-07761	475	554	203	988	506	492
gRNA-No-07762	204	216	67	403	61	59
gRNA-No-07763	91	173	142	727	277	235
gRNA-No-07764	97	134	39	290	66	66
gRNA-No-07765	76	120	21	76	128	27
gRNA-No-10011	50	54	16	131	63	29
gRNA-No-07768	101	154	45	234	82	93
gRNA-No-10012	8	14	9	15	37	18
gRNA-No-07770	0	0	0	0	0	0
gRNA-No-07771	79	102	44	248	10	19
gRNA-No-07772	34	34	18	73	37	31
gRNA-No-07773	7	32	16	110	47	39
gRNA-No-07774	58	57	58	322	104	81
gRNA-No-07775	88	139	59	351	101	121
gRNA-No-10014	92	143	52	306	32	27
gRNA-No-24164	20	33	39	256	58	27
gRNA-No-07778	0	0	0	0	0	0
gRNA-No-10016	10	14	2	0	34	22
gRNA-No-07781	0	0	0	0	0	0
gRNA-No-07782	18	7	5	32	13	16
gRNA-No-07783	40	75	13	92	42	56
gRNA-No-10021	9	12	3	41	0	11
gRNA-No-10024	3	1	0	6	0	0
gRNA-No-44022	0	0	0	0	0	0
gRNA-No-07789	0	0	0	0	0	0
gRNA-No-44023	0	0	0	0	0	0
gRNA-No-10026	0	0	0	1	4	1
gRNA-No-44024	0	0	0	0	0	0
gRNA-No-10027	52	82	41	194	63	85
gRNA-No-44025	57	99	28	228	13	32
gRNA-No-08474	0	1	0	3	0	0
gRNA-No-08477	29	42	2	40	60	33
gRNA-No-18258	23	16	3	25	0	1
gRNA-No-10031	0	0	0	0	0	0
gRNA-No-07801	38	64	6	38	19	30
gRNA-No-07802	354	509	196	1031	403	373
gRNA-No-39028	181	182	66	326	102	104
gRNA-No-07803	3	6	0	6	0	0
gRNA-No-07805	1	2	0	6	0	3
gRNA-No-07806	0	0	4	17	0	2
gRNA-No-07807	128	151	61	189	82	90
gRNA-No-07808	17	111	18	257	23	68
gRNA-No-07809	0	0	0	0	0	0
gRNA-No-07810	22	34	22	160	71	118
gRNA-No-07812	416	435	165	808	363	333
gRNA-No-10036	14	29	18	71	24	13
gRNA-No-07816	0	0	0	0	0	0
gRNA-No-07818	252	286	94	504	340	262
gRNA-No-07617	411	500	144	637	426	391
gRNA-No-10040	0	20	3	26	7	1
gRNA-No-07820	150	228	60	460	95	125
gRNA-No-07821	47	33	5	13	13	4
gRNA-No-10042	14	2	3	76	0	0
gRNA-No-26810	32	20	5	44	5	10
gRNA-No-07824	62	71	26	183	18	15
gRNA-No-07826	103	134	55	231	129	89
gRNA-No-07827	15	20	11	120	14	16
gRNA-No-07828	0	0	0	0	0	0
gRNA-No-07829	0	0	0	0	4	5
gRNA-No-07831	109	130	48	210	75	36
gRNA-No-46432	12	17	2	56	15	13
gRNA-No-07833	294	340	53	689	87	233
gRNA-No-07834	121	143	52	333	174	133
gRNA-No-07835	82	125	45	206	98	151
gRNA-No-07836	46	32	30	139	113	106
gRNA-No-07837	0	0	0	0	0	0
gRNA-No-13022	27	119	33	343	20	72
gRNA-No-07841	0	0	0	11	0	0
gRNA-No-07842	19	33	16	265	37	53
gRNA-No-07843	0	2	0	0	0	1
gRNA-No-07844	83	86	17	149	52	42
gRNA-No-07845	38	35	26	79	9	22
gRNA-No-07846	16	19	11	101	53	61
gRNA-No-07847	191	179	56	281	86	87
gRNA-No-07848	2	1	0	3	0	0
gRNA-No-00363	5	18	0	0	0	0
gRNA-No-07851	17	25	32	288	50	32
gRNA-No-07852	20	151	9	213	2	3
gRNA-No-46518	29	56	39	184	27	40
gRNA-No-42583	0	0	0	0	0	0
gRNA-No-45252	748	1000	397	1701	806	725
gRNA-No-07856	234	290	147	689	399	372
gRNA-No-45282	8	34	1	3	0	0
gRNA-No-46539	52	73	15	124	33	41
gRNA-No-07859	153	225	72	226	135	100
gRNA-No-46553	85	137	111	419	78	70
gRNA-No-07861	0	9	3	101	0	85
gRNA-No-19117	185	257	112	429	247	207
gRNA-No-12307	31	30	10	12	11	15
gRNA-No-10051	4	27	1	39	0	12
gRNA-No-07865	94	272	48	364	204	165
gRNA-No-07866	27	56	1	20	0	1
gRNA-No-07867	31	28	51	184	17	10
gRNA-No-07868	27	54	22	163	37	57
gRNA-No-07869	103	122	112	544	75	91
gRNA-No-46664	8	29	14	83	27	15
gRNA-No-46665	79	113	45	282	126	72
gRNA-No-07872	0	0	2	11	0	0
gRNA-No-07873	60	67	47	240	50	42
gRNA-No-07874	24	18	11	96	37	18
gRNA-No-07875	32	14	24	140	24	22
gRNA-No-07876	62	77	71	451	57	35
gRNA-No-26616	120	81	26	137	167	135
gRNA-No-26618	31	10	22	114	8	5
gRNA-No-46684	15	22	4	30	9	5
gRNA-No-07880	89	104	38	220	61	40
gRNA-No-07881	0	0	0	0	0	0
gRNA-No-07882	13	39	13	140	65	71
gRNA-No-07884	94	108	80	301	106	88
gRNA-No-07885	109	155	39	269	86	64
gRNA-No-07886	121	85	1	24	10	13
gRNA-No-07888	89	104	30	102	13	20
gRNA-No-07889	142	204	65	298	85	76
gRNA-No-07890	0	2	1	15	1	2
gRNA-No-07891	69	104	10	44	6	3
gRNA-No-07893	49	50	9	54	24	25
gRNA-No-07894	95	95	34	266	58	50
gRNA-No-07895	107	96	36	175	11	30
gRNA-No-07896	0	0	0	0	0	0
gRNA-No-07897	38	72	5	27	80	49
gRNA-No-07898	55	65	6	289	68	119
gRNA-No-07899	143	114	24	129	77	111
gRNA-No-07900	106	186	87	422	77	150
gRNA-No-07901	11	5	16	100	26	13
gRNA-No-07902	0	0	0	0	0	0
gRNA-No-07903	53	56	34	157	75	59
gRNA-No-07904	0	0	0	0	0	0
gRNA-No-07905	0	0	0	0	0	0
gRNA-No-07906	76	90	49	317	65	45
gRNA-No-07907	3	4	0	5	1	0
gRNA-No-07908	145	190	77	436	127	82
gRNA-No-07909	52	67	36	280	121	76
gRNA-No-07911	55	76	41	259	44	69
gRNA-No-07912	0	0	0	0	0	0
gRNA-No-07913	0	0	0	0	0	0
gRNA-No-07914	20	37	6	44	13	11
gRNA-No-08996	21	52	2	65	45	54
gRNA-No-07916	0	2	0	0	0	0
gRNA-No-07919	60	97	19	125	79	62
gRNA-No-07920	0	0	0	0	0	0
gRNA-No-07921	135	242	122	654	114	164
gRNA-No-07922	114	107	37	182	87	89
gRNA-No-07923	0	0	0	0	0	0
gRNA-No-07924	5	15	2	20	2	2
gRNA-No-07925	79	142	103	430	94	99
gRNA-No-07926	30	34	13	70	17	18
gRNA-No-07927	0	0	2	3	0	0
gRNA-No-07928	11	20	10	98	18	16
gRNA-No-07929	262	292	84	433	262	195
gRNA-No-07930	139	210	109	574	123	123
gRNA-No-07931	10	15	22	81	31	20
gRNA-No-07933	91	137	29	142	56	46
gRNA-No-07934	247	399	96	532	218	237
gRNA-No-07935	234	278	67	318	240	207
gRNA-No-07937	387	384	122	605	322	226
gRNA-No-07938	5	0	0	0	1	1
gRNA-No-07939	49	48	31	131	67	47
gRNA-No-07940	0	0	3	15	0	0
gRNA-No-07942	50	73	15	120	6	3
gRNA-No-07943	0	1	0	1	0	1
gRNA-No-07944	54	122	17	136	66	45
gRNA-No-07945	12	36	2	53	7	8
gRNA-No-07946	142	157	66	301	130	101
gRNA-No-07947	0	0	0	0	0	0
gRNA-No-07948	39	34	34	142	19	10
gRNA-No-07949	12	25	0	14	0	10
gRNA-No-07950	30	144	19	245	16	77
gRNA-No-07951	0	0	0	0	0	0
gRNA-No-07952	0	2	0	0	0	0
gRNA-No-07953	13	131	8	352	5	47
gRNA-No-26830	94	149	35	158	77	156
gRNA-No-26831	5	37	3	10	5	7
gRNA-No-07959	180	255	54	283	129	171
gRNA-No-07960	48	50	15	125	18	40
gRNA-No-07961	41	116	17	178	91	64
gRNA-No-07962	25	43	23	127	48	55
gRNA-No-07964	159	142	67	287	81	87
gRNA-No-07965	61	128	19	226	72	56
gRNA-No-07966	89	219	52	275	173	214
gRNA-No-07967	90	159	65	430	38	49
gRNA-No-07968	190	243	152	851	191	217
gRNA-No-07969	70	149	122	644	76	112
gRNA-No-07970	1	4	0	22	0	3
gRNA-No-07971	264	275	114	582	184	157
gRNA-No-07972	233	267	143	674	197	191
gRNA-No-07973	37	202	15	543	42	179
gRNA-No-26834	364	539	97	666	344	253
gRNA-No-07975	185	242	105	509	371	248
gRNA-No-07976	64	90	59	247	57	28
gRNA-No-07977	0	0	0	1	0	0
gRNA-No-07978	4	168	15	528	8	93
gRNA-No-07984	116	171	102	570	186	210
gRNA-No-07985	123	129	46	279	109	94
gRNA-No-07986	436	494	227	921	360	280
gRNA-No-07987	0	0	4	5	0	0
gRNA-No-07988	0	0	0	4	5	11
gRNA-No-07990	0	0	0	3	33	20
gRNA-No-14066	0	1	10	51	7	3
gRNA-No-07992	262	340	89	544	211	208
gRNA-No-47299	3	28	9	97	10	22
gRNA-No-07994	171	406	173	1649	181	325
gRNA-No-14098	9	0	0	5	7	4
gRNA-No-14110	1	0	0	5	0	0
gRNA-No-07997	155	294	57	518	157	181
gRNA-No-07999	0	0	0	0	0	0
gRNA-No-08000	83	160	59	340	220	154
gRNA-No-08001	19	26	25	110	20	32
gRNA-No-08003	137	209	44	282	144	152
gRNA-No-08004	5	5	19	136	20	13
gRNA-No-08005	11	14	0	0	0	0
gRNA-No-08006	25	29	15	79	8	8
gRNA-No-08007	5	3	3	12	6	19
gRNA-No-08008	22	73	13	129	19	37
gRNA-No-08010	0	0	0	0	0	0
gRNA-No-08011	0	0	6	90	0	0
gRNA-No-08012	39	78	30	84	111	119
gRNA-No-08013	4	4	0	0	0	0
gRNA-No-26841	75	81	22	184	138	84
gRNA-No-08015	6	19	0	37	4	14
gRNA-No-08016	0	0	2	1	0	0
gRNA-No-08017	10	13	6	53	13	18
gRNA-No-08019	68	113	27	211	106	79
gRNA-No-08020	323	547	176	1101	340	359
gRNA-No-08021	45	78	48	192	112	135
gRNA-No-08022	164	246	127	508	135	132
gRNA-No-08023	0	0	0	0	0	0
gRNA-No-08024	16	27	22	152	26	27
gRNA-No-08025	16	30	0	1	22	9
gRNA-No-08026	0	0	1	17	0	0
gRNA-No-08027	0	0	0	0	0	0
gRNA-No-08028	0	0	16	43	0	0
gRNA-No-08030	31	20	40	87	30	44
gRNA-No-08033	0	0	0	0	0	0
gRNA-No-08034	0	0	0	0	0	0
gRNA-No-33449	20	40	52	173	83	79
gRNA-No-08037	0	0	0	0	0	0
gRNA-No-22226	49	21	33	138	7	12
gRNA-No-08039	0	0	0	0	2	0
gRNA-No-31443	1	0	0	0	0	0
gRNA-No-39757	238	366	148	960	281	246
gRNA-No-33452	19	50	5	122	42	139
gRNA-No-08044	24	39	0	7	9	24
gRNA-No-08045	7	9	0	10	2	4
gRNA-No-33470	50	66	35	97	28	26
gRNA-No-08048	17	15	1	26	10	25
gRNA-No-08049	0	1	0	0	0	3
gRNA-No-08050	52	45	37	234	64	51
gRNA-No-33487	80	99	55	261	79	94
gRNA-No-08052	43	56	39	174	56	42
gRNA-No-08053	4	6	0	4	0	6
gRNA-No-08054	0	0	0	0	0	0
gRNA-No-08055	41	47	19	103	33	29
gRNA-No-08057	0	0	0	0	0	0
gRNA-No-08058	5	11	5	26	1	0
gRNA-No-08059	167	205	139	706	169	154
gRNA-No-08060	9	19	1	55	18	18
gRNA-No-08061	11	88	3	336	8	100
gRNA-No-08062	2	17	0	19	1	7
gRNA-No-08063	5	63	6	64	7	17
gRNA-No-08064	15	41	4	92	18	35
gRNA-No-08065	5	15	0	13	1	10
gRNA-No-08066	9	6	4	36	79	72
gRNA-No-08067	0	0	7	20	2	0
gRNA-No-08068	0	0	0	0	0	0
gRNA-No-20301	16	34	7	39	29	32
gRNA-No-47671	121	168	20	128	108	72
gRNA-No-08071	6	17	2	21	0	2
gRNA-No-47675	0	0	0	0	0	0
gRNA-No-47676	26	47	37	135	60	47
gRNA-No-14006	42	31	4	10	13	25
gRNA-No-27199	116	162	47	242	124	137
gRNA-No-08076	0	0	0	5	0	2
gRNA-No-47680	5	1	10	26	3	5
gRNA-No-08078	97	96	64	378	186	135
gRNA-No-27226	29	47	9	49	11	20
gRNA-No-47684	12	54	9	183	2	7
gRNA-No-08081	5	10	25	131	37	15
gRNA-No-47689	0	0	0	0	0	0
gRNA-No-08083	80	216	85	581	65	75
gRNA-No-47694	76	108	46	235	49	118
gRNA-No-47696	156	463	108	1173	118	407
gRNA-No-08088	174	332	90	462	180	189
gRNA-No-08089	0	0	0	0	0	0
gRNA-No-08091	11	16	4	16	72	64
gRNA-No-08092	0	0	0	0	0	0
gRNA-No-47052	14	37	8	40	30	22
gRNA-No-08094	27	38	33	118	82	60
gRNA-No-08095	12	12	13	33	0	1
gRNA-No-08096	74	69	37	102	24	6
gRNA-No-08097	865	1049	453	2012	770	768
gRNA-No-03869	4	7	0	0	36	48
gRNA-No-08099	0	0	0	1	0	0
gRNA-No-03897	159	207	119	669	223	196
gRNA-No-47815	81	136	16	163	16	36
gRNA-No-47817	14	20	8	49	32	19
gRNA-No-41827	6	4	9	30	11	8
gRNA-No-03914	35	73	2	18	45	20
gRNA-No-03915	32	78	19	89	84	67
gRNA-No-08106	28	16	4	26	9	11
gRNA-No-19767	26	46	16	98	8	13
gRNA-No-08108	8	13	0	2	2	46
gRNA-No-01162	0	0	0	0	0	0
gRNA-No-08111	3	3	0	2	0	2
gRNA-No-08112	84	101	18	41	64	65
gRNA-No-08114	17	61	8	66	5	7
gRNA-No-08115	9	21	0	0	1	16
gRNA-No-08117	6	24	0	0	4	2
gRNA-No-08118	0	0	5	8	0	0
gRNA-No-08119	65	108	57	257	60	57
gRNA-No-08120	0	0	0	0	0	0
gRNA-No-08121	0	0	0	0	4	7
gRNA-No-08122	0	2	5	5	7	9
gRNA-No-08123	53	236	28	464	48	222
gRNA-No-44079	30	67	37	158	57	40
gRNA-No-08125	45	53	2	45	10	17
gRNA-No-08127	24	86	17	329	47	89
gRNA-No-08128	370	453	214	1291	507	503
gRNA-No-08129	0	0	0	0	0	0
gRNA-No-47944	96	132	27	79	73	85
gRNA-No-08131	82	82	24	106	39	36
gRNA-No-08132	5	1	0	4	0	0
gRNA-No-08133	1	0	0	0	3	0
gRNA-No-08134	0	0	0	0	2	0
gRNA-No-08135	5	8	5	36	5	13
gRNA-No-47948	4	9	2	7	8	3
gRNA-No-08137	226	261	57	309	248	180
gRNA-No-08138	89	108	36	165	38	27
gRNA-No-08139	74	71	22	124	98	78
gRNA-No-08140	1	6	8	17	0	4
gRNA-No-47955	31	40	0	0	22	3
gRNA-No-10948	20	138	10	252	36	178
gRNA-No-08144	72	69	13	95	44	35
gRNA-No-08145	33	286	8	466	22	87
gRNA-No-08146	83	126	32	221	95	90
gRNA-No-44083	71	67	13	93	86	57
gRNA-No-26868	12	37	44	302	65	92
gRNA-No-08149	53	97	40	145	37	39
gRNA-No-08150	257	277	149	724	291	275
gRNA-No-47999	8	5	10	26	22	18
gRNA-No-48002	9	17	2	0	29	25
gRNA-No-48019	114	207	52	517	102	90
gRNA-No-08156	174	192	69	440	206	212
gRNA-No-08157	163	142	63	242	153	118
gRNA-No-08158	222	244	63	404	186	180
gRNA-No-08159	32	41	31	191	7	17
gRNA-No-08160	0	0	0	13	0	0
gRNA-No-44087	10	10	15	87	8	8
gRNA-No-08163	0	0	0	0	0	0
gRNA-No-48076	108	191	33	293	87	111
gRNA-No-08165	34	94	7	109	15	29
gRNA-No-08166	55	108	15	149	49	80
gRNA-No-08167	7	15	0	20	0	6
gRNA-No-48080	109	113	89	399	162	108
gRNA-No-08169	102	224	51	530	60	160
gRNA-No-08171	0	0	0	0	0	0
gRNA-No-08172	0	0	0	0	0	0
gRNA-No-08173	23	24	3	59	108	51
gRNA-No-08174	0	1	7	59	14	6
gRNA-No-08175	49	75	3	14	16	30
gRNA-No-48094	0	6	7	25	24	17
gRNA-No-48096	11	29	12	53	9	17
gRNA-No-08178	172	168	66	404	228	163
gRNA-No-37145	211	249	60	358	55	62
gRNA-No-49808	11	8	9	39	7	12
gRNA-No-08181	34	45	1	3	40	25
gRNA-No-08182	9	21	9	57	46	28
gRNA-No-08183	0	0	0	0	0	0
gRNA-No-08184	125	180	51	287	314	255
gRNA-No-04675	64	112	35	202	60	55
gRNA-No-08187	18	85	29	137	57	65
gRNA-No-08188	106	201	137	794	302	242
gRNA-No-08192	0	0	0	0	0	0
gRNA-No-08193	231	432	190	1126	416	368
gRNA-No-08195	0	0	0	0	0	0
gRNA-No-08196	94	206	140	767	165	186
gRNA-No-08197	39	72	42	217	22	61
gRNA-No-08198	0	26	0	10	10	8
gRNA-No-08199	29	27	0	0	0	1
gRNA-No-08200	494	504	303	1484	519	529
gRNA-No-48200	88	140	103	472	129	120
gRNA-No-08202	0	0	0	0	0	0
gRNA-No-48202	317	725	125	926	336	515
gRNA-No-08204	9	21	2	59	17	11
gRNA-No-08206	0	0	0	0	0	0
gRNA-No-08207	31	67	74	255	17	13
gRNA-No-08208	23	33	0	0	7	10
gRNA-No-08209	232	271	95	438	176	206
gRNA-No-44102	0	0	0	0	0	0
gRNA-No-04678	105	330	47	534	177	280
gRNA-No-08214	0	0	0	0	0	0
gRNA-No-08217	4	11	6	51	1	2
gRNA-No-10104	0	0	1	1	7	20
gRNA-No-08219	0	0	0	0	0	0
gRNA-No-44110	44	57	18	108	20	25
gRNA-No-08221	18	29	5	16	28	23
gRNA-No-08222	94	143	49	184	43	67
gRNA-No-08223	271	320	144	700	326	252
gRNA-No-08224	165	209	118	661	213	205
gRNA-No-08225	40	42	35	221	14	16
gRNA-No-08226	3	0	3	5	35	19
gRNA-No-08227	120	203	114	466	180	120
gRNA-No-08228	162	261	61	346	176	189
gRNA-No-08229	12	22	6	110	9	15
gRNA-No-08230	0	0	0	0	0	0
gRNA-No-08231	49	81	24	94	50	58
gRNA-No-08232	0	0	0	0	0	0
gRNA-No-08233	0	0	0	0	0	0
gRNA-No-08235	5	5	4	8	2	13
gRNA-No-08236	88	110	81	391	194	175
gRNA-No-08237	24	8	9	43	19	12
gRNA-No-08238	42	35	17	39	2	1
gRNA-No-08239	1	0	0	0	0	1
gRNA-No-08240	86	106	33	180	53	31
gRNA-No-08241	38	77	25	124	101	96
gRNA-No-08242	2	3	0	0	0	0
gRNA-No-08243	0	0	0	0	0	0
gRNA-No-08244	0	0	0	0	0	0
gRNA-No-08245	9	9	19	117	10	12
gRNA-No-08246	0	0	0	2	0	0
gRNA-No-08247	0	0	3	17	10	15
gRNA-No-08248	140	182	65	343	146	127
gRNA-No-17082	42	84	61	307	182	109
gRNA-No-08253	0	0	0	1	0	0
gRNA-No-08254	12	14	13	44	0	0
gRNA-No-08255	261	436	107	626	462	398
gRNA-No-08256	10	13	2	13	24	4
gRNA-No-08257	132	186	69	466	172	223
gRNA-No-08258	1	3	0	0	0	0
gRNA-No-08259	89	190	61	174	81	93
gRNA-No-08260	36	45	1	5	20	13
gRNA-No-08261	118	150	71	337	122	61
gRNA-No-08262	48	36	9	57	8	31
gRNA-No-08264	28	76	14	104	14	9
gRNA-No-08266	21	16	7	21	1	1
gRNA-No-08267	0	0	0	0	0	0
gRNA-No-08268	4	22	0	0	2	0
gRNA-No-08269	28	68	18	93	60	40
gRNA-No-08270	6	19	0	0	3	2
gRNA-No-08271	135	265	124	730	335	374
gRNA-No-08272	22	55	2	6	6	5
gRNA-No-08273	27	35	0	0	0	0
gRNA-No-48688	141	158	79	306	297	257
gRNA-No-48690	52	68	37	124	47	55
gRNA-No-48691	38	34	33	101	54	32
gRNA-No-08277	391	529	349	1722	424	321
gRNA-No-48695	87	99	72	373	119	123
gRNA-No-48696	51	67	32	191	43	35
gRNA-No-08280	25	37	4	28	40	31
gRNA-No-48698	81	72	66	204	80	22
gRNA-No-25559	115	192	67	352	180	124
gRNA-No-08285	90	107	31	115	56	76
gRNA-No-08286	0	0	0	0	0	0
gRNA-No-08288	0	1	0	2	0	0
gRNA-No-08289	9	28	0	0	0	0
gRNA-No-08290	31	67	10	28	2	2
gRNA-No-48775	11	20	35	111	7	6
gRNA-No-08293	18	51	20	93	66	33
gRNA-No-08296	0	0	0	0	0	0
gRNA-No-02185	0	0	0	0	0	0
gRNA-No-26906	0	0	0	3	0	0
gRNA-No-08299	84	87	93	371	100	77
gRNA-No-08300	0	0	0	0	0	0
gRNA-No-08302	0	7	0	14	0	1
gRNA-No-08303	21	40	40	178	26	31
gRNA-No-08304	0	0	0	0	0	0
gRNA-No-08305	92	113	35	234	44	66
gRNA-No-08306	179	179	34	237	135	113
gRNA-No-08307	0	0	0	0	0	0
gRNA-No-08308	52	147	73	433	87	52
gRNA-No-08309	0	0	0	0	0	0
gRNA-No-08311	168	185	58	251	87	57
gRNA-No-08313	0	0	0	0	0	0
gRNA-No-08314	0	3	10	13	23	20
gRNA-No-48862	113	165	57	343	157	123
gRNA-No-48866	15	24	11	69	25	16
gRNA-No-48867	50	86	10	35	37	29
gRNA-No-48868	165	159	80	282	269	257
gRNA-No-08319	620	686	294	1504	487	417
gRNA-No-08320	8	9	2	9	9	9
gRNA-No-08321	4	10	10	51	15	12
gRNA-No-08322	18	24	0	0	27	6
gRNA-No-08323	0	0	0	0	0	0
gRNA-No-08324	0	0	0	6	0	0
gRNA-No-08325	39	60	20	209	108	93
gRNA-No-08326	1	0	0	0	0	0
gRNA-No-08328	41	49	20	83	13	16
gRNA-No-08329	80	190	96	495	171	142
gRNA-No-08331	11	12	0	28	16	15
gRNA-No-08332	11	23	6	28	11	16
gRNA-No-08333	18	12	2	4	2	4
gRNA-No-08334	14	25	0	8	17	12
gRNA-No-08338	0	6	0	10	1	4
gRNA-No-08339	53	239	37	632	70	215
gRNA-No-08340	159	174	45	264	115	190
gRNA-No-08341	103	121	127	609	95	82
gRNA-No-08342	1	1	0	0	0	0
gRNA-No-08343	49	116	44	272	37	49
gRNA-No-08344	144	162	77	237	136	111
gRNA-No-08345	36	40	18	157	55	27
gRNA-No-08346	181	189	75	436	112	101
gRNA-No-08347	12	71	29	199	18	72
gRNA-No-08348	0	0	0	3	1	0
gRNA-No-49011	34	68	31	165	42	33
gRNA-No-08350	3	11	5	27	4	2
gRNA-No-49021	72	64	43	192	51	53
gRNA-No-08352	28	28	40	184	127	57
gRNA-No-49026	15	37	12	68	11	21
gRNA-No-08354	90	139	60	330	79	42
gRNA-No-08355	24	33	6	79	9	12
gRNA-No-08356	86	160	18	195	19	69
gRNA-No-08357	21	81	3	30	13	40
gRNA-No-08359	10	4	7	69	20	26
gRNA-No-34303	163	127	81	397	134	153
gRNA-No-47655	0	0	0	0	0	0
gRNA-No-08361	4	7	6	57	4	10
gRNA-No-08362	0	0	0	0	0	0
gRNA-No-08363	0	0	0	0	1	1
gRNA-No-08364	111	133	40	198	170	129
